"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","com_341.fna","com_738.fna","com_862.fna","com_876.fna","com_900.fna","com_908.fna","com_947.fna","com_962.fna","com_JB.fna"
"group_5416","","hypothetical protein","8","8","1","1","7899","1","1410","","338","338","338","GOJPHPBD_06509","DEIPBNHI_04237","LBLIGOHA_06068","IIFCLKFN_03733","","KJABKPCK_03557","KLLDKJAP_07155","HHDJLLAI_05622","IFEKPJDH_05464"
"group_5417","","Putative monooxygenase","8","8","1","1","7898","1","1409","","1031","1031","1031","GOJPHPBD_06510","DEIPBNHI_04236","LBLIGOHA_06070","IIFCLKFN_03732","","KJABKPCK_03558","KLLDKJAP_07153","HHDJLLAI_05620","IFEKPJDH_05462"
"group_5418","","hypothetical protein","8","8","1","1","7896","1","1407","","293","293","293","GOJPHPBD_06512","DEIPBNHI_04234","LBLIGOHA_06072","IIFCLKFN_03730","","KJABKPCK_03560","KLLDKJAP_07151","HHDJLLAI_05618","IFEKPJDH_05460"
"group_5419","","HTH-type transcriptional regulator","8","8","1","1","7895","1","1406","","452","452","452","GOJPHPBD_06513","DEIPBNHI_04233","LBLIGOHA_06073","IIFCLKFN_03729","","KJABKPCK_03561","KLLDKJAP_07150","HHDJLLAI_05617","IFEKPJDH_05459"
"group_544","","hypothetical protein","8","8","1","1","162","446","2","","182","338","311","GOJPHPBD_03021","DEIPBNHI_03220","LBLIGOHA_01638","IIFCLKFN_02419","BOFCGCOL_02201","KJABKPCK_02611","KLLDKJAP_01785","HHDJLLAI_00343",""
"yheS_3","","putative ABC transporter ATP-binding protein YheS","8","8","1","1","9397","160","3","","1673","1673","1673","GOJPHPBD_06641","DEIPBNHI_05364","","IIFCLKFN_06095","BOFCGCOL_04634","KJABKPCK_06275","KLLDKJAP_03788","HHDJLLAI_04370","IFEKPJDH_06061"
"group_5477","","hypothetical protein","8","8","1","1","9367","1","1067","","485","485","485","GOJPHPBD_06663","DEIPBNHI_05334","LBLIGOHA_05821","IIFCLKFN_06117","BOFCGCOL_04657","KJABKPCK_06297","KLLDKJAP_03810","HHDJLLAI_04347",""
"group_5478","","8-oxoguanine deaminase","8","8","1","1","9366","1","1068","","1448","1448","1448","GOJPHPBD_06664","DEIPBNHI_05333","LBLIGOHA_05822","IIFCLKFN_06118","BOFCGCOL_04658","KJABKPCK_06298","KLLDKJAP_03811","HHDJLLAI_04346",""
"uacT_2","","Uric acid transporter UacT","8","8","1","1","9365","1","1069","","1595","1595","1595","GOJPHPBD_06665","DEIPBNHI_05332","LBLIGOHA_05823","IIFCLKFN_06119","BOFCGCOL_04659","KJABKPCK_06299","KLLDKJAP_03812","HHDJLLAI_04345",""
"group_5480","","hypothetical protein","8","8","1","1","9364","1","1070","","2066","2066","2066","GOJPHPBD_06666","DEIPBNHI_05331","LBLIGOHA_05824","IIFCLKFN_06120","BOFCGCOL_04660","KJABKPCK_06300","KLLDKJAP_03813","HHDJLLAI_04344",""
"yieH","","6-phosphogluconate phosphatase","8","8","1","1","9363","1","1071","","677","677","677","GOJPHPBD_06667","DEIPBNHI_05330","LBLIGOHA_05825","IIFCLKFN_06121","BOFCGCOL_04661","KJABKPCK_06301","KLLDKJAP_03814","HHDJLLAI_04343",""
"group_5482","","hypothetical protein","8","8","1","1","9362","1","1072","","749","749","749","GOJPHPBD_06668","DEIPBNHI_05329","LBLIGOHA_05826","IIFCLKFN_06122","BOFCGCOL_04662","KJABKPCK_06302","KLLDKJAP_03815","HHDJLLAI_04342",""
"leuE","","Leucine efflux protein","8","8","1","1","9361","1","1073","","680","680","680","GOJPHPBD_06669","DEIPBNHI_05328","LBLIGOHA_05827","IIFCLKFN_06123","BOFCGCOL_04663","KJABKPCK_06303","KLLDKJAP_03816","HHDJLLAI_04341",""
"group_5484","","hypothetical protein","8","8","1","1","9360","1","1074","","1013","1013","1013","GOJPHPBD_06670","DEIPBNHI_05327","LBLIGOHA_05828","IIFCLKFN_06124","BOFCGCOL_04664","KJABKPCK_06304","KLLDKJAP_03817","HHDJLLAI_04340",""
"group_5485","","D-tagatose 3-epimerase","8","8","1","1","9359","1","1075","","998","998","998","GOJPHPBD_06671","DEIPBNHI_05326","LBLIGOHA_05829","IIFCLKFN_06125","BOFCGCOL_04665","KJABKPCK_06305","KLLDKJAP_03818","HHDJLLAI_04339",""
"fhaA","","FHA domain-containing protein FhaA","8","8","1","1","9297","244","1","","875","875","875","GOJPHPBD_06692","DEIPBNHI_05306","LBLIGOHA_05219","IIFCLKFN_06144","BOFCGCOL_04685","KJABKPCK_06325","","HHDJLLAI_04246","IFEKPJDH_04098"
"fhaB_2","","FHA domain-containing protein FhaB","8","8","1","1","9296","244","2","","518","518","518","GOJPHPBD_06693","DEIPBNHI_05305","LBLIGOHA_05220","IIFCLKFN_06145","BOFCGCOL_04686","KJABKPCK_06326","","HHDJLLAI_04247","IFEKPJDH_04099"
"group_55","","hypothetical protein","8","8","1","1","11166","102","8","","1133","1706","1610","GOJPHPBD_02767","DEIPBNHI_02604","LBLIGOHA_03233","IIFCLKFN_00317","BOFCGCOL_02893","KJABKPCK_01994","KLLDKJAP_03489","HHDJLLAI_02958",""
"dacF","","D-alanyl-D-alanine carboxypeptidase DacF","8","8","1","1","9542","237","2","","1262","1262","1262","","DEIPBNHI_04795","LBLIGOHA_06662","IIFCLKFN_05996","BOFCGCOL_07096","KJABKPCK_05132","KLLDKJAP_04203","HHDJLLAI_06492","IFEKPJDH_03710"
"group_5504","","putative HTH-type transcriptional regulator","8","8","1","1","9256","183","2","","494","494","494","GOJPHPBD_06726","DEIPBNHI_05275","LBLIGOHA_05249","IIFCLKFN_06178","","KJABKPCK_06359","KLLDKJAP_03878","HHDJLLAI_04281","IFEKPJDH_04129"
"group_5505","yhjX_2","putative MFS-type transporter YhjX","8","8","1","1","9255","183","3","","1346","1346","1346","GOJPHPBD_06727","DEIPBNHI_05274","LBLIGOHA_05250","IIFCLKFN_06179","","KJABKPCK_06360","KLLDKJAP_03879","HHDJLLAI_04282","IFEKPJDH_04130"
"group_551","","hypothetical protein","8","8","1","1","7793","1274","3","","518","518","518","","DEIPBNHI_05417","LBLIGOHA_06918","IIFCLKFN_03660","BOFCGCOL_04328","KJABKPCK_03628","KLLDKJAP_05170","HHDJLLAI_05767","IFEKPJDH_05381"
"group_5512","","hypothetical protein","8","8","1","1","9195","766","1","","1394","1394","1394","GOJPHPBD_06774","DEIPBNHI_05228","LBLIGOHA_05301","","BOFCGCOL_04771","KJABKPCK_05333","KLLDKJAP_03925","HHDJLLAI_07228","IFEKPJDH_04180"
"group_5514","","hypothetical protein","8","8","1","1","9186","34","10","","518","518","518","GOJPHPBD_06780","DEIPBNHI_05222","LBLIGOHA_05307","","BOFCGCOL_04777","KJABKPCK_05327","KLLDKJAP_03932","HHDJLLAI_07235","IFEKPJDH_04187"
"group_5515","","Putative acetyltransferase","8","8","1","1","9185","34","11","","569","569","569","GOJPHPBD_06781","DEIPBNHI_05221","LBLIGOHA_05308","","BOFCGCOL_04778","KJABKPCK_05326","KLLDKJAP_03933","HHDJLLAI_07236","IFEKPJDH_04188"
"yihX","","hypothetical protein","8","8","1","1","9182","34","16","","644","644","644","GOJPHPBD_06783","DEIPBNHI_05219","LBLIGOHA_05310","","BOFCGCOL_04780","KJABKPCK_05324","KLLDKJAP_03935","HHDJLLAI_07238","IFEKPJDH_04191"
"betI_4","","HTH-type transcriptional regulator BetI","8","8","1","1","9181","34","15","","641","641","641","GOJPHPBD_06784","DEIPBNHI_05218","LBLIGOHA_05311","","BOFCGCOL_04781","KJABKPCK_05323","KLLDKJAP_03936","HHDJLLAI_07239","IFEKPJDH_04192"
"group_5518","","hypothetical protein","8","8","1","1","9180","34","14","","611","611","611","GOJPHPBD_06785","DEIPBNHI_05217","LBLIGOHA_05312","","BOFCGCOL_04782","KJABKPCK_05322","KLLDKJAP_03937","HHDJLLAI_07240","IFEKPJDH_04193"
"group_5519","","putative HTH-type transcriptional regulator/GBAA_1941/BAS1801","8","8","1","1","9179","34","13","","416","416","416","GOJPHPBD_06786","DEIPBNHI_05216","LBLIGOHA_05313","","BOFCGCOL_04783","KJABKPCK_05321","KLLDKJAP_03938","HHDJLLAI_07241","IFEKPJDH_04194"
"lcpA_2","","Cell wall biosynthesis protein LcpA","8","8","1","1","9177","181","4","","1034","1034","1034","GOJPHPBD_06788","DEIPBNHI_05214","LBLIGOHA_05315","","BOFCGCOL_04785","KJABKPCK_05319","KLLDKJAP_03940","HHDJLLAI_07243","IFEKPJDH_04196"
"group_5529","","hypothetical protein","8","8","1","1","9120","129","2","","827","827","827","GOJPHPBD_06804","DEIPBNHI_05195","LBLIGOHA_05331","IIFCLKFN_06249","BOFCGCOL_04802","KJABKPCK_05303","","HHDJLLAI_07259","IFEKPJDH_04212"
"aceE_3","","Pyruvate dehydrogenase E1 component","8","8","1","1","6466","796","1","","2753","2753","2753","GOJPHPBD_06831","DEIPBNHI_06082","LBLIGOHA_03775","","BOFCGCOL_05079","KJABKPCK_04604","KLLDKJAP_05749","HHDJLLAI_06841","IFEKPJDH_04842"
"group_5559","","hypothetical protein","8","8","1","1","6423","263","2","","287","287","287","GOJPHPBD_06927","DEIPBNHI_06123","LBLIGOHA_03732","IIFCLKFN_04327","BOFCGCOL_05038","KJABKPCK_04563","KLLDKJAP_05708","HHDJLLAI_06799",""
"clgR_4","","Transcriptional regulator ClgR","8","8","1","1","6422","263","1","","338","338","338","GOJPHPBD_06928","DEIPBNHI_06124","LBLIGOHA_03731","IIFCLKFN_04328","BOFCGCOL_05037","KJABKPCK_04562","KLLDKJAP_05707","HHDJLLAI_06798",""
"yeaW","","Carnitine monooxygenase oxygenase subunit","8","8","1","1","9073","745","1","","1301","1301","1301","GOJPHPBD_06978","DEIPBNHI_05174","LBLIGOHA_04324","IIFCLKFN_06346","BOFCGCOL_06909","KJABKPCK_05427","KLLDKJAP_06557","","IFEKPJDH_03591"
"group_5606","","hypothetical protein","8","8","1","1","7972","593","1","","317","317","317","GOJPHPBD_07019","DEIPBNHI_06188","LBLIGOHA_03667","IIFCLKFN_04391","","KJABKPCK_04498","KLLDKJAP_05645","HHDJLLAI_06733","IFEKPJDH_04634"
"baeB","","putative polyketide biosynthesis zinc-dependent hydrolase BaeB","8","8","1","1","7955","117","7","","764","764","764","GOJPHPBD_07036","","LBLIGOHA_03684","IIFCLKFN_04374","BOFCGCOL_04991","KJABKPCK_04515","KLLDKJAP_05662","HHDJLLAI_06750","IFEKPJDH_04617"
"group_5608","","hypothetical protein","8","8","1","1","7954","117","6","","977","977","977","GOJPHPBD_07037","","LBLIGOHA_03685","IIFCLKFN_04373","BOFCGCOL_04992","KJABKPCK_04516","KLLDKJAP_05663","HHDJLLAI_06751","IFEKPJDH_04616"
"group_5615","","putative protein","8","8","1","1","4791","1","715","","1040","1040","1040","GOJPHPBD_07089","DEIPBNHI_07415","","IIFCLKFN_05439","BOFCGCOL_07133","KJABKPCK_06057","KLLDKJAP_07275","HHDJLLAI_06167","IFEKPJDH_05514"
"dgt_3","","Deoxyguanosinetriphosphate triphosphohydrolase-like protein","8","8","1","1","4796","1","720","","1532","1532","1532","GOJPHPBD_07092","DEIPBNHI_07412","","IIFCLKFN_05442","BOFCGCOL_07138","KJABKPCK_06060","KLLDKJAP_07272","HHDJLLAI_06163","IFEKPJDH_05511"
"group_5618","","hypothetical protein","8","8","1","1","4798","1","722","","662","662","662","GOJPHPBD_07094","DEIPBNHI_07410","","IIFCLKFN_05444","BOFCGCOL_07139","KJABKPCK_06062","KLLDKJAP_07270","HHDJLLAI_06161","IFEKPJDH_05510"
"group_5619","","hypothetical protein","8","8","1","1","4799","1","723","","176","176","176","GOJPHPBD_07095","DEIPBNHI_07409","","IIFCLKFN_05445","BOFCGCOL_07140","KJABKPCK_06063","KLLDKJAP_07269","HHDJLLAI_06160","IFEKPJDH_05509"
"group_5620","","hypothetical protein","8","8","1","1","4800","1","724","","689","689","689","GOJPHPBD_07096","DEIPBNHI_07408","","IIFCLKFN_05446","BOFCGCOL_07141","KJABKPCK_06064","KLLDKJAP_07268","HHDJLLAI_06159","IFEKPJDH_05508"
"aes_1","","Acetyl esterase","8","8","1","1","4803","1","725","","995","995","995","GOJPHPBD_07097","DEIPBNHI_07407","","IIFCLKFN_05447","BOFCGCOL_07142","KJABKPCK_06065","KLLDKJAP_07267","HHDJLLAI_06158","IFEKPJDH_05507"
"pcaG","","Protocatechuate 3,4-dioxygenase alpha chain","8","8","1","1","6301","255","1","","572","572","572","GOJPHPBD_07114","DEIPBNHI_06006","LBLIGOHA_03835","IIFCLKFN_04207","BOFCGCOL_05152","KJABKPCK_03996","KLLDKJAP_05822","HHDJLLAI_06275",""
"pcaB","","3-carboxy-cis,cis-muconate cycloisomerase","8","8","1","1","6300","255","2","","1403","1403","1403","GOJPHPBD_07115","DEIPBNHI_06005","LBLIGOHA_03836","IIFCLKFN_04206","BOFCGCOL_05153","KJABKPCK_03995","KLLDKJAP_05823","HHDJLLAI_06276",""
"group_5641","","tRNA-Phe(gaa)","8","8","1","1","6277","7","82","","75","75","75","GOJPHPBD_07129","DEIPBNHI_05986","LBLIGOHA_07238","IIFCLKFN_04192","BOFCGCOL_05180","","KLLDKJAP_05850","HHDJLLAI_06290","IFEKPJDH_04933"
"feaB_2","","Phenylacetaldehyde dehydrogenase","8","8","1","1","6223","109","5","","1415","1415","1415","GOJPHPBD_07145","DEIPBNHI_05962","LBLIGOHA_06493","","BOFCGCOL_05197","KJABKPCK_03943","KLLDKJAP_05867","HHDJLLAI_06307","IFEKPJDH_04951"
"group_5650","","hypothetical protein","8","8","1","1","6179","853","1","","482","482","482","GOJPHPBD_07181","DEIPBNHI_05923","LBLIGOHA_06532","IIFCLKFN_07227","BOFCGCOL_05236","KJABKPCK_06593","","HHDJLLAI_06343","IFEKPJDH_04988"
"ideR_6","","Iron-dependent repressor IdeR","8","8","1","1","7990","644","1","","686","686","686","GOJPHPBD_07208","DEIPBNHI_07503","LBLIGOHA_06835","IIFCLKFN_05264","BOFCGCOL_06871","KJABKPCK_07143","","HHDJLLAI_06546","IFEKPJDH_05472"
"group_5659","","hypothetical protein","8","8","1","1","7987","1","1018","","1136","1136","1136","GOJPHPBD_07210","DEIPBNHI_07448","LBLIGOHA_06837","IIFCLKFN_05266","","KJABKPCK_07145","KLLDKJAP_07246","HHDJLLAI_07317","IFEKPJDH_07283"
"xerD_3","","Tyrosine recombinase XerD","8","8","1","1","5682","1","1473","","1088","1088","1088","GOJPHPBD_07301","DEIPBNHI_07547","LBLIGOHA_07037","IIFCLKFN_06908","BOFCGCOL_07312","","KLLDKJAP_07346","HHDJLLAI_07207","IFEKPJDH_05659"
"qacA","","Antiseptic resistance protein","8","8","1","1","5421","636","1","","1568","1568","1568","GOJPHPBD_07310","DEIPBNHI_07180","LBLIGOHA_06556","IIFCLKFN_06283","BOFCGCOL_07254","KJABKPCK_06881","KLLDKJAP_06375","","IFEKPJDH_07015"
"group_5724","","Epimerase family protein","8","8","1","1","5398","243","2","","1400","1400","1400","GOJPHPBD_07327","","LBLIGOHA_06573","IIFCLKFN_06266","BOFCGCOL_07237","KJABKPCK_06898","KLLDKJAP_06358","HHDJLLAI_07014","IFEKPJDH_06998"
"group_5747","","hypothetical protein","8","8","1","1","5672","1","1023","","542","542","542","GOJPHPBD_07385","DEIPBNHI_07439","LBLIGOHA_05992","IIFCLKFN_07367","BOFCGCOL_07332","KJABKPCK_04994","","HHDJLLAI_05808","IFEKPJDH_07312"
"ldh","","L-lactate dehydrogenase","8","8","1","2","2013","549","1","","932","932","932","GOJPHPBD_07407","DEIPBNHI_09657","LBLIGOHA_09513","IIFCLKFN_08984","BOFCGCOL_07520","KJABKPCK_09346","KLLDKJAP_07503","HHDJLLAI_09516",""
"nanK","","N-acetylmannosamine kinase","8","8","1","2","2009","845","1","","896","896","896","GOJPHPBD_07411","DEIPBNHI_09653","LBLIGOHA_09517","IIFCLKFN_08980","BOFCGCOL_07524","KJABKPCK_09342","KLLDKJAP_07507","HHDJLLAI_09512",""
"group_5754","lcdH_7","L-carnitine dehydrogenase","8","8","1","2","2003","482","1","","470","470","470","GOJPHPBD_07417","DEIPBNHI_09647","LBLIGOHA_09523","IIFCLKFN_08974","BOFCGCOL_07530","KJABKPCK_09336","KLLDKJAP_07513","HHDJLLAI_09506",""
"ybiV_2","","Sugar phosphatase YbiV","8","8","1","2","1980","274","1","","809","809","809","GOJPHPBD_07436","DEIPBNHI_09627","LBLIGOHA_09543","IIFCLKFN_08954","BOFCGCOL_07549","KJABKPCK_09316","KLLDKJAP_07533","HHDJLLAI_09486",""
"group_5757","","hypothetical protein","8","8","1","2","1976","571","1","","857","857","857","GOJPHPBD_07439","DEIPBNHI_09624","LBLIGOHA_09546","IIFCLKFN_08951","BOFCGCOL_07552","KJABKPCK_09313","KLLDKJAP_07536","HHDJLLAI_09483",""
"gseA","","Glutamyl endopeptidase","8","8","1","2","1973","651","1","","794","794","794","GOJPHPBD_07442","DEIPBNHI_09621","LBLIGOHA_09549","IIFCLKFN_08948","BOFCGCOL_07555","KJABKPCK_09310","KLLDKJAP_07539","HHDJLLAI_09480",""
"group_5759","","hypothetical protein","8","8","1","2","1966","735","1","","353","353","353","GOJPHPBD_07447","DEIPBNHI_09615","LBLIGOHA_09555","IIFCLKFN_08942","BOFCGCOL_07560","KJABKPCK_09304","KLLDKJAP_07545","HHDJLLAI_09474",""
"ldhD","","D-lactate dehydrogenase","8","8","1","2","1958","496","1","","1004","1004","1004","GOJPHPBD_07452","DEIPBNHI_09610","LBLIGOHA_09560","IIFCLKFN_08937","BOFCGCOL_07565","KJABKPCK_09299","KLLDKJAP_07550","HHDJLLAI_09469",""
"group_5762","","Putative acetyltransferase","8","8","1","2","1944","734","1","","560","560","560","GOJPHPBD_07462","DEIPBNHI_08272","LBLIGOHA_09575","IIFCLKFN_08923","BOFCGCOL_07575","KJABKPCK_09284","KLLDKJAP_07565","HHDJLLAI_09454",""
"group_5763","","hypothetical protein","8","8","1","2","1940","775","1","","620","620","620","GOJPHPBD_07466","DEIPBNHI_08268","LBLIGOHA_09579","IIFCLKFN_08919","BOFCGCOL_07579","KJABKPCK_09280","KLLDKJAP_07569","HHDJLLAI_09450",""
"norB_1","","Quinolone resistance protein NorB","8","8","1","2","1934","163","3","","1388","1388","1388","GOJPHPBD_07472","DEIPBNHI_08262","LBLIGOHA_09585","IIFCLKFN_08913","BOFCGCOL_07585","KJABKPCK_09274","KLLDKJAP_07575","HHDJLLAI_09444",""
"opuD_4","","Glycine betaine transporter OpuD","8","8","1","2","1925","765","1","","1583","1583","1583","GOJPHPBD_07479","DEIPBNHI_08254","LBLIGOHA_09592","IIFCLKFN_08906","BOFCGCOL_07592","KJABKPCK_09267","KLLDKJAP_07582","HHDJLLAI_09062",""
"cetB","","2-epi-5-epi-valiolone epimerase","8","8","1","2","1909","795","1","","521","521","521","GOJPHPBD_07492","DEIPBNHI_08239","LBLIGOHA_09608","IIFCLKFN_08891","BOFCGCOL_07606","KJABKPCK_09252","KLLDKJAP_07597","HHDJLLAI_09047",""
"group_5769","","hypothetical protein","8","8","1","2","1894","572","1","","158","158","158","GOJPHPBD_07503","DEIPBNHI_08227","LBLIGOHA_09619","IIFCLKFN_08881","BOFCGCOL_07617","KJABKPCK_09241","KLLDKJAP_07608","HHDJLLAI_09036",""
"tarI","","Ribitol-5-phosphate cytidylyltransferase 1","8","8","1","2","1892","819","1","","716","716","716","GOJPHPBD_07505","DEIPBNHI_08225","","IIFCLKFN_08879","BOFCGCOL_07619","KJABKPCK_09239","KLLDKJAP_07610","HHDJLLAI_09034","IFEKPJDH_07711"
"marA_1","","hypothetical protein","8","8","1","2","1887","199","3","","1970","1970","1970","GOJPHPBD_07509","DEIPBNHI_08220","LBLIGOHA_08059","IIFCLKFN_08875","BOFCGCOL_07623","KJABKPCK_09234","KLLDKJAP_07616","HHDJLLAI_09029",""
"group_5772","","hypothetical protein","8","8","1","2","1886","199","1","","263","263","263","GOJPHPBD_07510","DEIPBNHI_08219","LBLIGOHA_08060","IIFCLKFN_08874","BOFCGCOL_07624","KJABKPCK_09233","KLLDKJAP_07617","HHDJLLAI_09028",""
"group_5773","","hypothetical protein","8","8","1","2","1883","866","1","","599","599","599","GOJPHPBD_07513","DEIPBNHI_08216","LBLIGOHA_08063","IIFCLKFN_08871","BOFCGCOL_07627","KJABKPCK_09230","KLLDKJAP_07620","HHDJLLAI_09025",""
"bglK","","Beta-glucoside kinase","8","8","1","2","1880","778","1","","872","872","872","GOJPHPBD_07516","DEIPBNHI_08213","LBLIGOHA_08066","IIFCLKFN_08868","BOFCGCOL_07630","KJABKPCK_09227","KLLDKJAP_07623","HHDJLLAI_09022",""
"catE_3","","Catechol-2,3-dioxygenase","8","8","1","2","1874","679","1","","812","812","812","GOJPHPBD_07521","DEIPBNHI_08208","LBLIGOHA_08071","IIFCLKFN_08863","BOFCGCOL_07635","KJABKPCK_09222","KLLDKJAP_07629","HHDJLLAI_09017",""
"putP_5","","Sodium/proline symporter","8","8","1","2","1858","760","1","","1550","1550","1550","GOJPHPBD_07535","DEIPBNHI_08194","LBLIGOHA_08085","IIFCLKFN_08849","BOFCGCOL_07649","KJABKPCK_09208","KLLDKJAP_07643","HHDJLLAI_09003",""
"ywaC_5","","GTP pyrophosphokinase YwaC","8","8","1","2","1850","471","1","","695","695","695","GOJPHPBD_07543","DEIPBNHI_08187","LBLIGOHA_08092","IIFCLKFN_08842","BOFCGCOL_07656","KJABKPCK_09201","KLLDKJAP_07650","HHDJLLAI_08996",""
"uidA_2","","Beta-glucuronidase","8","8","1","2","1842","526","1","","1793","1793","1793","GOJPHPBD_07550","DEIPBNHI_08180","LBLIGOHA_08099","IIFCLKFN_08835","BOFCGCOL_07663","KJABKPCK_09194","KLLDKJAP_07657","HHDJLLAI_08989",""
"mshD_16","","Mycothiol acetyltransferase","8","8","1","2","1835","839","1","","500","500","500","GOJPHPBD_07556","DEIPBNHI_08174","LBLIGOHA_08105","IIFCLKFN_08829","BOFCGCOL_07669","KJABKPCK_09188","KLLDKJAP_07663","HHDJLLAI_08983",""
"group_5780","","hypothetical protein","8","8","1","2","1816","686","1","","518","518","518","GOJPHPBD_07574","DEIPBNHI_08549","LBLIGOHA_08123","IIFCLKFN_08811","BOFCGCOL_07687","KJABKPCK_07852","KLLDKJAP_07681","HHDJLLAI_08965",""
"group_5781","","hypothetical protein","8","8","1","2","1813","490","1","","776","782","781","GOJPHPBD_07576","DEIPBNHI_08551","LBLIGOHA_08125","IIFCLKFN_08809","BOFCGCOL_07689","KJABKPCK_07850","KLLDKJAP_07683","HHDJLLAI_08963",""
"group_5782","lcdH_5","L-carnitine dehydrogenase","8","8","1","2","1804","714","1","","473","473","473","GOJPHPBD_07585","DEIPBNHI_08560","LBLIGOHA_08134","IIFCLKFN_08800","BOFCGCOL_07699","KJABKPCK_07841","KLLDKJAP_07692","HHDJLLAI_08954",""
"mshD_15","","Mycothiol acetyltransferase","8","8","1","2","1786","72","1","","500","500","500","GOJPHPBD_07601","DEIPBNHI_08576","LBLIGOHA_08150","IIFCLKFN_08787","BOFCGCOL_07715","KJABKPCK_07825","KLLDKJAP_07708","HHDJLLAI_08938",""
"group_5785","","hypothetical protein","8","8","1","2","1777","292","2","","773","773","773","GOJPHPBD_07610","DEIPBNHI_10074","LBLIGOHA_08159","IIFCLKFN_08778","BOFCGCOL_07724","KJABKPCK_07816","KLLDKJAP_07717","HHDJLLAI_08929",""
"yxlF_5","","putative ABC transporter ATP-binding protein YxlF","8","8","1","2","1776","292","1","","695","695","695","GOJPHPBD_07611","DEIPBNHI_10073","LBLIGOHA_08160","IIFCLKFN_08777","BOFCGCOL_07725","KJABKPCK_07815","KLLDKJAP_07718","HHDJLLAI_08928",""
"group_5787","","hypothetical protein","8","8","1","2","1773","508","1","","332","332","332","GOJPHPBD_07614","DEIPBNHI_10070","LBLIGOHA_08163","IIFCLKFN_08774","BOFCGCOL_07728","KJABKPCK_07812","KLLDKJAP_07721","HHDJLLAI_08925",""
"bdbD_4","","Disulfide bond formation protein D","8","8","1","2","1771","126","1","","608","608","608","GOJPHPBD_07616","DEIPBNHI_10068","LBLIGOHA_08165","IIFCLKFN_08772","BOFCGCOL_07730","KJABKPCK_07810","KLLDKJAP_07723","HHDJLLAI_08923",""
"zinT","","Metal-binding protein ZinT","8","8","1","2","1770","126","4","","1541","1544","1543","GOJPHPBD_07617","DEIPBNHI_10067","LBLIGOHA_08166","IIFCLKFN_08771","BOFCGCOL_07731","KJABKPCK_07809","KLLDKJAP_07724","HHDJLLAI_08922",""
"group_579","tagH_1","Teichoic acids export ATP-binding protein TagH","8","8","1","1","11194","49","28","","125","869","771","GOJPHPBD_00322","DEIPBNHI_02596","LBLIGOHA_00232","IIFCLKFN_00322","BOFCGCOL_02898","KJABKPCK_01989","KLLDKJAP_01144","","IFEKPJDH_01586"
"group_5790","","hypothetical protein","8","8","1","2","1769","126","3","","515","515","515","GOJPHPBD_07618","DEIPBNHI_10066","LBLIGOHA_08167","IIFCLKFN_08770","BOFCGCOL_07732","KJABKPCK_07808","KLLDKJAP_07725","HHDJLLAI_08921",""
"bglA_2","","Aryl-phospho-beta-D-glucosidase BglA","8","8","1","2","1763","104","6","","1442","1442","1442","GOJPHPBD_07623","DEIPBNHI_10061","LBLIGOHA_08172","","BOFCGCOL_07737","KJABKPCK_07803","KLLDKJAP_07730","HHDJLLAI_08916","IFEKPJDH_07759"
"ywnA","","Putative HTH-type transcriptional regulator YwnA","8","8","1","2","1759","104","1","","401","401","401","GOJPHPBD_07626","DEIPBNHI_10058","LBLIGOHA_08175","IIFCLKFN_08765","BOFCGCOL_07740","KJABKPCK_07800","KLLDKJAP_07734","HHDJLLAI_08913",""
"sirC_1","","Precorrin-2 dehydrogenase","8","8","1","2","1752","203","2","","464","464","464","GOJPHPBD_07630","DEIPBNHI_10053","LBLIGOHA_08180","IIFCLKFN_08761","BOFCGCOL_07744","KJABKPCK_07796","KLLDKJAP_07739","HHDJLLAI_08908",""
"sumT_1","","Uroporphyrinogen-III C-methyltransferase","8","8","1","2","1749","774","1","","947","947","947","GOJPHPBD_07633","DEIPBNHI_10050","LBLIGOHA_08183","IIFCLKFN_08758","BOFCGCOL_07747","KJABKPCK_07793","KLLDKJAP_07742","HHDJLLAI_08905",""
"group_5795","","hypothetical protein","8","8","1","2","1731","266","2","","620","620","620","GOJPHPBD_07650","DEIPBNHI_10033","LBLIGOHA_08201","IIFCLKFN_08740","BOFCGCOL_07764","KJABKPCK_07776","KLLDKJAP_07759","HHDJLLAI_08888",""
"group_5796","","hypothetical protein","8","8","1","2","1730","266","1","","1289","1289","1289","GOJPHPBD_07651","DEIPBNHI_10032","LBLIGOHA_08202","IIFCLKFN_08739","BOFCGCOL_07765","KJABKPCK_07775","KLLDKJAP_07760","HHDJLLAI_08887",""
"dhaL-2_2","","PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL","8","8","1","2","1722","546","1","","632","632","632","GOJPHPBD_07659","DEIPBNHI_10024","LBLIGOHA_08210","IIFCLKFN_08731","BOFCGCOL_07773","KJABKPCK_07767","KLLDKJAP_07768","HHDJLLAI_08879",""
"group_5798","","hypothetical protein","8","8","1","2","1713","532","1","","401","401","401","GOJPHPBD_07665","DEIPBNHI_10018","LBLIGOHA_08216","IIFCLKFN_08725","BOFCGCOL_07779","KJABKPCK_07761","KLLDKJAP_07775","HHDJLLAI_08873",""
