tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
666685	31835825	R2APBS1_RS06415	R2APBS1_RS06415	R2APBS1_1308	-	-	-	group 1 truncated hemoglobin	protein-coding	-	-	-	-	20171022	-
666685	31835877	R2APBS1_RS06675	R2APBS1_RS06675	R2APBS1_1360	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31835929	R2APBS1_RS06950	R2APBS1_RS06950	R2APBS1_1415	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
666685	31836058	R2APBS1_RS07595	R2APBS1_RS07595	R2APBS1_1545	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20171022	-
666685	31836215	R2APBS1_RS08395	R2APBS1_RS08395	R2APBS1_1717	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
666685	31836237	R2APBS1_RS08510	R2APBS1_RS08510	R2APBS1_1739	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31836239	R2APBS1_RS08520	R2APBS1_RS08520	R2APBS1_1741	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31836242	R2APBS1_RS08535	R2APBS1_RS08535	R2APBS1_1744	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
666685	31836243	R2APBS1_RS08540	R2APBS1_RS08540	R2APBS1_1745	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31836252	R2APBS1_RS08585	R2APBS1_RS08585	R2APBS1_1754	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
666685	31836334	R2APBS1_RS09020	R2APBS1_RS09020	R2APBS1_1845	-	-	-	Plasmid replication region DNA-binding N-term	protein-coding	-	-	-	-	20171022	-
666685	31836549	R2APBS1_RS10180	R2APBS1_RS10180	R2APBS1_2082	-	-	-	Plasmid replication region DNA-binding N-term	protein-coding	-	-	-	-	20171022	-
666685	31836554	R2APBS1_RS10215	R2APBS1_RS10215	R2APBS1_2090	-	-	-	Plasmid replication region DNA-binding N-term	protein-coding	-	-	-	-	20171022	-
666685	31836607	R2APBS1_RS10480	R2APBS1_RS10480	R2APBS1_2144	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20171022	-
666685	31836611	R2APBS1_RS10500	R2APBS1_RS10500	R2APBS1_2148	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31836648	R2APBS1_RS10685	R2APBS1_RS10685	R2APBS1_2189	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
666685	31836704	R2APBS1_RS10975	R2APBS1_RS10975	R2APBS1_2248	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20171022	-
666685	31836883	R2APBS1_RS11875	R2APBS1_RS11875	R2APBS1_2435	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31837072	R2APBS1_RS12830	R2APBS1_RS12830	R2APBS1_2636	-	-	-	catalase	protein-coding	-	-	-	-	20171022	-
666685	31837127	R2APBS1_RS13110	R2APBS1_RS13110	R2APBS1_2694	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20171022	-
666685	31837167	chaB	R2APBS1_RS13315	R2APBS1_2740	-	-	-	cation transport regulator	protein-coding	-	-	-	-	20171022	-
666685	31837214	R2APBS1_RS13550	R2APBS1_RS13550	R2APBS1_2788	-	-	-	cation-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
666685	31837563	R2APBS1_RS15355	R2APBS1_RS15355	R2APBS1_3159	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
666685	31837586	R2APBS1_RS15480	R2APBS1_RS15480	R2APBS1_3185	-	-	-	translocation/assembly module TamB	protein-coding	-	-	-	-	20171022	-
666685	31837794	R2APBS1_RS16535	R2APBS1_RS16535	R2APBS1_3404	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20171022	-
666685	31837816	R2APBS1_RS16645	R2APBS1_RS16645	R2APBS1_3426	-	-	-	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	protein-coding	-	-	-	-	20171022	-
666685	31837822	pdsR	R2APBS1_RS16675	R2APBS1_3433	-	-	-	proteobacterial dedicated sortase system response regulator	protein-coding	-	-	-	-	20171022	-
667120	33938005	ETEE_RS00820	ETEE_RS00820	ETEE_0188	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20170913	-
667120	33938146	ETEE_RS01530	ETEE_RS01530	ETEE_0367	-	-	-	molybdopterin synthase catalytic subunit MoaE	protein-coding	-	-	-	-	20170913	-
667120	33938439	ETEE_RS03060	ETEE_RS03060	ETEE_0704	-	-	-	replication initiation negative regulator SeqA	protein-coding	-	-	-	-	20170913	-
667120	33938590	ETEE_RS03840	ETEE_RS03840	ETEE_0864	-	-	-	DNA replication protein	protein-coding	-	-	-	-	20170913	-
667120	33938975	ETEE_RS05820	ETEE_RS05820	ETEE_1334	-	-	-	protein-methionine-sulfoxide reductase catalytic subunit MsrP	protein-coding	-	-	-	-	20170913	-
667120	33939155	ETEE_RS06760	ETEE_RS06760	ETEE_1530	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20170913	-
667120	33939199	mgtA	ETEE_RS06980	ETEE_1577	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170913	-
667120	33939228	ETEE_RS07125	ETEE_RS07125	ETEE_1610	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20170913	-
667120	33939233	bcsA	ETEE_RS07150	ETEE_1615	-	-	-	UDP-forming cellulose synthase catalytic subunit	protein-coding	-	-	-	-	20170913	-
667120	33939281	ETEE_RS07400	ETEE_RS07400	ETEE_1670	-	-	-	cation-efflux pump FieF	protein-coding	-	-	-	-	20170913	-
667120	33939365	ETEE_RS07820	ETEE_RS07820	ETEE_1749	-	-	-	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	protein-coding	-	-	-	-	20170913	-
667120	33939392	ETEE_RS07960	ETEE_RS07960	ETEE_1780	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20170923	-
667120	33939394	ETEE_RS07970	ETEE_RS07970	ETEE_1782	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20170913	-
667120	33939454	ETEE_RS08270	ETEE_RS08270	ETEE_1848	-	-	-	acetolactate synthase 2 catalytic subunit	protein-coding	-	-	-	-	20170913	-
667120	33939578	ETEE_RS08890	ETEE_RS08890	ETEE_1964	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20170913	-
667120	33939606	ETEE_RS09030	ETEE_RS09030	ETEE_1994	-	-	-	replicative DNA helicase DnaB	protein-coding	-	-	-	-	20170913	-
667120	33939674	ETEE_RS09375	ETEE_RS09375	ETEE_2075	-	-	-	divalent cation tolerance protein CutA	protein-coding	-	-	-	-	20170913	-
667120	33939732	ETEE_RS09680	ETEE_RS09680	ETEE_2136	-	-	-	translocation and assembly module TamB	protein-coding	-	-	-	-	20170913	-
667120	33939977	ETEE_RS10910	ETEE_RS10910	ETEE_2392	-	-	-	catabolite repressor/activator	protein-coding	-	-	-	-	20170913	-
667120	33940280	ETEE_RS12500	ETEE_RS12500	ETEE_2757	-	-	-	translocation protein in type III secretion	protein-coding	-	-	-	-	20170913	-
667120	33940294	katG	ETEE_RS12570	ETEE_2773	-	-	-	catalase/peroxidase HPI	protein-coding	-	-	-	-	20170913	-
667120	33940539	ETEE_RS13845	ETEE_RS13845	ETEE_3058	-	-	-	nitrate reductase catalytic subunit NapA	protein-coding	-	-	-	-	20170913	-
667120	33940582	ETEE_RS14060	ETEE_RS14060	ETEE_3092	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20170913	-
667120	33940715	hpaR	ETEE_RS14745	-	-	-	-	homoprotocatechuate degradation operon regulator HpaR	protein-coding	-	-	-	-	20180512	-
667120	33940726	hpaA	ETEE_RS14800	ETEE_3261	-	-	-	4-hydroxyphenylacetate catabolism regulatory protein HpaA	protein-coding	-	-	-	-	20170913	-
667120	33940792	ETEE_RS15135	ETEE_RS15135	ETEE_3339	-	-	-	catalase	protein-coding	-	-	-	-	20170913	-
667120	33941144	ETEE_RS16955	ETEE_RS16955	ETEE_3757	-	-	-	DNA replication terminus site-binding protein	protein-coding	-	-	-	-	20170913	-
667120	33941159	ETEE_RS17035	ETEE_RS17035	ETEE_3777	-	-	-	cation transporter	protein-coding	-	-	-	-	20170913	-
667120	33941467	ETEE_RS18615	ETEE_RS18615	ETEE_4144	-	-	-	DNA replication protein	protein-coding	-	-	-	-	20170913	-
667120	33941524	ETEE_RS18945	ETEE_RS18945	ETEE_p1029	-	-	-	DNA replication terminus site-binding protein	protein-coding	-	-	-	-	20170913	-
667120	33941618	ETEE_RS19545	ETEE_RS19545	ETEE_4179	-	-	-	replication endonuclease	protein-coding	-	-	-	-	20170913	-
667120	33941699	ETEE_RS20080	ETEE_RS20080	-	-	-	-	primosomal replication protein N	protein-coding	-	-	-	-	20170913	-
667129	31790622	HMPREF0758_RS00215	HMPREF0758_RS00215	HMPREF0758_0054	-	-	-	DNA replication protein	protein-coding	-	-	-	-	20170414	-
667129	31791187	HMPREF0758_RS03070	HMPREF0758_RS03070	HMPREF0758_0650	-	-	-	4-hydroxyphenylacetate catabolism regulatory protein HpaA	protein-coding	-	-	-	-	20170908	-
667129	31791196	HMPREF0758_RS03115	HMPREF0758_RS03115	HMPREF0758_0659	-	-	-	homoprotocatechuate degradation operon regulator, HpaR	protein-coding	-	-	-	-	20170908	-
667129	31791355	HMPREF0758_RS03935	HMPREF0758_RS03935	HMPREF0758_0834	-	-	-	translocation/assembly module TamB	protein-coding	-	-	-	-	20170906	-
667129	31791369	HMPREF0758_RS04005	HMPREF0758_RS04005	-	-	-	-	primosomal replication protein N	protein-coding	-	-	-	-	20170412	-
667129	31791633	HMPREF0758_RS05375	HMPREF0758_RS05375	HMPREF0758_1134	-	-	-	acetolactate synthase 2 catalytic subunit	protein-coding	-	-	-	-	20170906	-
667129	31791681	HMPREF0758_RS05615	HMPREF0758_RS05615	HMPREF0758_1184	-	-	-	cation-efflux pump FieF	protein-coding	-	-	-	-	20170906	-
667129	31791715	HMPREF0758_RS05785	HMPREF0758_RS05785	HMPREF0758_1219	-	-	-	replication protein	protein-coding	-	-	-	-	20170414	-
667129	31791848	dnaA	HMPREF0758_RS06460	HMPREF0758_1365	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170908	-
667129	31791850	HMPREF0758_RS06470	HMPREF0758_RS06470	HMPREF0758_1367	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180210	-
667129	31791966	bcsA	HMPREF0758_RS07065	HMPREF0758_1495	-	-	-	UDP-forming cellulose synthase catalytic subunit	protein-coding	-	-	-	-	20170906	-
667129	31791998	HMPREF0758_RS07225	HMPREF0758_RS07225	HMPREF0758_1524	-	-	-	cation:proton symporter	protein-coding	-	-	-	-	20170906	-
667129	31792224	HMPREF0758_RS08395	HMPREF0758_RS08395	HMPREF0758_1775	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180210	-
667129	31792802	HMPREF0758_RS11335	HMPREF0758_RS11335	HMPREF0758_2394	-	-	-	CCS family citrate:cation symporter	protein-coding	-	-	-	-	20170908	-
667129	31793079	HMPREF0758_RS12740	HMPREF0758_RS12740	HMPREF0758_2694	-	-	-	Na+-translocating NADH-quinone reductase subunit E	protein-coding	-	-	-	-	20170908	-
667129	31793318	HMPREF0758_RS13940	HMPREF0758_RS13940	HMPREF0758_2957	-	-	-	taurine catabolism dioxygenase TauD	protein-coding	-	-	-	-	20170906	-
667129	31793329	HMPREF0758_RS13995	HMPREF0758_RS13995	HMPREF0758_2968	-	-	-	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	protein-coding	-	-	-	-	20170908	-
667129	31793480	HMPREF0758_RS14760	HMPREF0758_RS14760	HMPREF0758_3127	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170906	-
667129	31793486	HMPREF0758_RS14790	HMPREF0758_RS14790	HMPREF0758_3134	-	-	-	catalase HPII	protein-coding	-	-	-	-	20170908	-
667129	31793549	flgD	HMPREF0758_RS15105	HMPREF0758_3201	-	-	-	flagellar basal body rod modification protein	protein-coding	-	-	-	-	20170906	-
667129	31794112	HMPREF0758_RS17995	HMPREF0758_RS17995	HMPREF0758_3831	-	-	-	DNA replication terminus site-binding protein	protein-coding	-	-	-	-	20170414	-
667129	31794314	HMPREF0758_RS19020	HMPREF0758_RS19020	HMPREF0758_4050	-	-	-	Mn-containing catalase	protein-coding	-	-	-	-	20170906	-
667129	31794371	HMPREF0758_RS19340	HMPREF0758_RS19340	HMPREF0758_4122	-	-	-	DNA replication protein DnaC	protein-coding	-	-	-	-	20180210	-
667129	31794535	chaB	HMPREF0758_RS20180	HMPREF0758_4298	-	-	-	cation transport regulator	protein-coding	-	-	-	-	20170908	-
667129	31795000	HMPREF0758_RS22545	HMPREF0758_RS22545	HMPREF0758_4802	-	-	-	cation transporter	protein-coding	-	-	-	-	20170908	-
667129	31795027	HMPREF0758_RS22685	HMPREF0758_RS22685	HMPREF0758_4831	-	-	-	translocation protein TolB	protein-coding	-	-	-	-	20170906	-
667129	31795070	HMPREF0758_RS22900	HMPREF0758_RS22900	HMPREF0758_4875	-	-	-	replication initiation regulator SeqA	protein-coding	-	-	-	-	20170414	-
667129	31795229	HMPREF0758_RS23740	HMPREF0758_RS23740	-	-	-	-	replication associated protein RepA1	protein-coding	-	-	-	-	20170412	-
667129	31795230	HMPREF0758_RS23745	HMPREF0758_RS23745	HMPREF0758_5089	-	-	-	replication protein RepA	protein-coding	-	-	-	-	20170908	-
667129	31795241	HMPREF0758_RS23825	HMPREF0758_RS23825	HMPREF0758_4950	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170414	-
673860	14306293	ACIM339_RS05620	ACIM339_RS05620	AciM339_1156	-	-	-	monovalent cation/proton antiporter, MnhG/PhaG subunit	protein-coding	-	-	-	-	20170421	-
673860	14306321	ACIM339_RS05760	ACIM339_RS05760	AciM339_1184	-	-	-	sodium ion-translocating decarboxylase subunit beta	protein-coding	-	-	-	-	20170421	-
673860	14306516	ACIM339_RS06720	ACIM339_RS06720	AciM339_1379	-	-	-	cation transporter	protein-coding	-	-	-	-	20170421	-
673860	14306533	ACIM339_RS06800	ACIM339_RS06800	AciM339_1396	-	-	-	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3	protein-coding	-	-	-	-	20170421	-
673860	14306567	ACIM339_RS06970	ACIM339_RS06970	AciM339_1430	-	-	-	type I restriction-modification system methyltransferase subunit	protein-coding	-	-	-	-	20170421	-
673860	14306568	ACIM339_RS06975	ACIM339_RS06975	AciM339_1431	-	-	-	helicase type I site-specific restriction-modification system restriction subunit	protein-coding	-	-	-	-	20170421	-
673860	14306642	ACIM339_RS07340	ACIM339_RS07340	AciM339_1505	-	-	-	ATPase involved in replication control, Cdc46/Mcm family	protein-coding	-	-	-	-	20170421	-
673860	14306689	ACIM339_RS00005	ACIM339_RS00005	AciM339_0001	-	-	-	orc1/cdc6 family replication initiation protein	protein-coding	-	-	-	-	20170421	-
673860	14306788	ACIM339_RS00350	ACIM339_RS00350	AciM339_0070	-	-	-	V-type H(+)-translocating pyrophosphatase	protein-coding	-	-	-	-	20170421	-
673860	14306849	ACIM339_RS00650	ACIM339_RS00650	AciM339_0131	-	-	-	catalase/peroxidase HPI	protein-coding	-	-	-	-	20170421	-
673860	14307017	ACIM339_RS01420	ACIM339_RS01420	AciM339_0299	-	-	-	ATPase of the PP-loop superfamily implicated in cell cycle control	protein-coding	-	-	-	-	20170421	-
673860	14307124	ACIM339_RS01955	ACIM339_RS01955	AciM339_0406	-	-	-	cation diffusion facilitator transporter	protein-coding	-	-	-	-	20170421	-
673860	14307156	ACIM339_RS02115	ACIM339_RS02115	AciM339_0438	-	-	-	tRNA uridine 5-carboxymethylaminomethyl modification protein	protein-coding	-	-	-	-	20170421	-
673860	14307652	ACIM339_RS04510	ACIM339_RS04510	AciM339_0934	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170906	-
673860	14307654	ACIM339_RS04520	ACIM339_RS04520	AciM339_0936	-	-	-	cation diffusion facilitator transporter	protein-coding	-	-	-	-	20170421	-
675635	11633336	Psed_6963	Psed_6963	-	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20160813	-
675635	11633360	Psed_6987	Psed_6987	-	-	-	-	Integrase catalytic region	protein-coding	-	-	-	-	20160813	-
675816	25686202	VIA_RS02505	VIA_RS02505	VIA_000475	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170505	-
675816	25686373	VIA_RS03360	VIA_RS03360	VIA_000639	-	-	-	acetolactate synthase 2 catalytic subunit	protein-coding	-	-	-	-	20170505	-
675816	25686390	VIA_RS03445	VIA_RS03445	VIA_000656	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20170505	-
675816	25686392	dnaA	VIA_RS03455	VIA_000658	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170505	-
675816	25686714	VIA_RS05075	VIA_RS05075	VIA_000977	-	-	-	type IIs modification methyltransferase	protein-coding	-	-	-	-	20170505	-
675816	25686893	VIA_RS05970	VIA_RS05970	VIA_001158	-	-	-	divalent-cation tolerance protein CutA	protein-coding	-	-	-	-	20171025	-
675816	25687074	VIA_RS06875	VIA_RS06875	VIA_001342	-	-	-	catalase-peroxidase	protein-coding	-	-	-	-	20170505	-
675816	25687261	VIA_RS07815	VIA_RS07815	VIA_001530	-	-	-	replication protein	protein-coding	-	-	-	-	20170505	-
675816	25687456	VIA_RS08800	VIA_RS08800	VIA_001726	-	-	-	twin-arginine translocation pathway signal protein	protein-coding	-	-	-	-	20170505	-
675816	25688013	VIA_RS11590	VIA_RS11590	VIA_002277	-	-	-	replication initiation regulator SeqA	protein-coding	-	-	-	-	20170505	-
675816	25688261	VIA_RS12835	VIA_RS12835	VIA_002532	-	-	-	translocation protein TolB	protein-coding	-	-	-	-	20170502	-
675816	25688758	VIA_RS15340	VIA_RS15340	VIA_002997	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170505	-
675816	25688881	VIA_RS15955	VIA_RS15955	VIA_003117	-	-	-	catalase	protein-coding	-	-	-	-	20170505	-
675816	25689048	VIA_RS16800	VIA_RS16800	VIA_003291	-	-	-	trimethylamine N-oxide reductase I catalytic subunit	protein-coding	-	-	-	-	20170503	-
675816	25689414	VIA_RS18635	VIA_RS18635	VIA_003640	-	-	-	flagellar basal body rod modification protein FlgD	protein-coding	-	-	-	-	20171025	-
675816	25689431	VIA_RS18720	VIA_RS18720	VIA_003657	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170505	-
675816	25689595	VIA_RS19540	VIA_RS19540	VIA_003818	-	-	-	cation-binding protein	protein-coding	-	-	-	-	20170505	-
675816	25689854	VIA_RS20835	VIA_RS20835	VIA_004061	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170505	-
675816	25689858	VIA_RS20855	VIA_RS20855	VIA_004065	-	-	-	primosomal replication protein N	protein-coding	-	-	-	-	20170505	-
675816	25689935	VIA_RS21240	VIA_RS21240	VIA_004126	-	-	-	cation-efflux pump FieF	protein-coding	-	-	-	-	20170505	-
678600	13876181	SAP018A_007	SAP018A_007	-	-	-	-	Replication protein Rep	protein-coding	-	-	-	-	20160806	-
678600	13876207	repA	SAP018A_033	-	-	-	-	replication initiator protein A	protein-coding	-	-	-	-	20160806	-
678600	13876209	SAP018A_035	SAP018A_035	-	-	-	-	truncated IS431mec-like transposase	protein-coding	-	-	-	-	20181013	-
678600	13876220	SAP018B_003	SAP018B_003	-	-	-	-	Replication protein Rep	protein-coding	-	-	-	-	20170923	-
678601	13876056	SAP020A_008	SAP020A_008	-	-	-	-	replication protein	protein-coding	-	-	-	-	20160806	-
679901	10821611	MZHIL_RS00115	MZHIL_RS00115	Mzhil_0023	-	-	-	replication factor A	protein-coding	-	-	-	-	20170421	-
679901	10821819	MZHIL_RS01155	MZHIL_RS01155	Mzhil_0221	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
679901	10822041	MZHIL_RS02220	MZHIL_RS02220	Mzhil_0436	-	-	-	replication protein A	protein-coding	-	-	-	-	20170421	-
679901	10822052	MZHIL_RS02275	MZHIL_RS02275	Mzhil_0446	-	-	-	divalent-cation tolerance protein CutA	protein-coding	-	-	-	-	20170421	-
679901	10822076	MZHIL_RS02400	MZHIL_RS02400	Mzhil_0469	-	-	-	Ni-sirohydrochlorin a,c-diamide reductive cyclase catalytic subunit	protein-coding	-	-	-	-	20170421	-
679901	10822135	MZHIL_RS02695	MZHIL_RS02695	Mzhil_0526	-	-	-	acetolactate synthase catalytic subunit	protein-coding	-	-	-	-	20170421	-
679901	10822256	MZHIL_RS03295	MZHIL_RS03295	Mzhil_0645	-	-	-	cation transporter	protein-coding	-	-	-	-	20170421	-
679901	10822277	MZHIL_RS03395	MZHIL_RS03395	Mzhil_0666	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20170421	-
679901	10822370	MZHIL_RS03840	MZHIL_RS03840	Mzhil_0756	-	-	-	replication protein C	protein-coding	-	-	-	-	20170421	-
679901	10822550	MZHIL_RS04715	MZHIL_RS04715	Mzhil_0928	-	-	-	cation/H(+) antiporter	protein-coding	-	-	-	-	20170421	-
679901	10822656	MZHIL_RS05225	MZHIL_RS05225	Mzhil_1031	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170421	-
679901	10822657	MZHIL_RS05230	MZHIL_RS05230	Mzhil_1032	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170421	-
679901	10822658	MZHIL_RS05235	MZHIL_RS05235	Mzhil_1033	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170421	-
679901	10822659	MZHIL_RS05240	MZHIL_RS05240	Mzhil_1034	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170421	-
679901	10822661	MZHIL_RS05250	MZHIL_RS05250	Mzhil_1036	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170421	-
679901	10822716	MZHIL_RS05510	MZHIL_RS05510	Mzhil_1089	-	-	-	replication factor A	protein-coding	-	-	-	-	20170908	-
679901	10822734	MZHIL_RS05600	MZHIL_RS05600	Mzhil_1106	-	-	-	divalent cation transporter	protein-coding	-	-	-	-	20170421	-
679901	10822735	MZHIL_RS05605	MZHIL_RS05605	Mzhil_1107	-	-	-	divalent cation transporter	protein-coding	-	-	-	-	20170421	-
679901	10822748	hppA	MZHIL_RS05670	Mzhil_1120	-	-	-	sodium-translocating pyrophosphatase	protein-coding	-	-	-	-	20170421	-
679901	10822900	MZHIL_RS06405	MZHIL_RS06405	Mzhil_1264	-	-	-	phosphoribosylaminoimidazole carboxylase catalytic subunit	protein-coding	-	-	-	-	20170421	-
679901	10823050	MZHIL_RS07115	MZHIL_RS07115	Mzhil_1413	-	-	-	cation transporter	protein-coding	-	-	-	-	20170421	-
679901	10823336	MZHIL_RS08520	MZHIL_RS08520	Mzhil_1695	-	-	-	catalase	protein-coding	-	-	-	-	20170421	-
679901	10823354	MZHIL_RS08610	MZHIL_RS08610	Mzhil_1713	-	-	-	heavy metal transport/detoxification protein	protein-coding	-	-	-	-	20170421	-
679901	10823378	MZHIL_RS08730	MZHIL_RS08730	Mzhil_1737	-	-	-	replication protein C	protein-coding	-	-	-	-	20170421	-
679901	10823379	MZHIL_RS08735	MZHIL_RS08735	Mzhil_1738	-	-	-	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3	protein-coding	-	-	-	-	20170421	-
679901	10823668	MZHIL_RS10155	MZHIL_RS10155	Mzhil_2021	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
679926	9742558	MPET_RS00605	MPET_RS00605	Mpet_0119	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170904	-
679926	9742581	MPET_RS00720	MPET_RS00720	Mpet_0141	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170904	-
679926	9742665	MPET_RS01135	MPET_RS01135	Mpet_0222	-	-	-	cation transporter	protein-coding	-	-	-	-	20170904	-
679926	9742730	MPET_RS01450	MPET_RS01450	Mpet_0287	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170904	-
679926	9742972	MPET_RS02660	MPET_RS02660	Mpet_0524	-	-	-	cation-transporting P-type ATPase	protein-coding	-	-	-	-	20170904	-
679926	9743366	cooS	MPET_RS04630	Mpet_0907	-	-	-	carbon-monoxide dehydrogenase catalytic subunit	protein-coding	-	-	-	-	20170908	-
679926	9743410	MPET_RS04850	MPET_RS04850	Mpet_0950	-	-	-	cation transporter	protein-coding	-	-	-	-	20170904	-
679926	9743441	MPET_RS05010	MPET_RS05010	Mpet_0978	-	-	-	replication factor C small subunit	protein-coding	-	-	-	-	20170904	-
679926	9743451	MPET_RS05060	MPET_RS05060	Mpet_0988	-	-	-	replication protein C	protein-coding	-	-	-	-	20170904	-
679926	9743465	MPET_RS05135	MPET_RS05135	Mpet_1002	-	-	-	Ni-sirohydrochlorin a,c-diamide reductive cyclase catalytic subunit	protein-coding	-	-	-	-	20170904	-
679926	9743571	MPET_RS05660	MPET_RS05660	Mpet_1106	-	-	-	orc1/cdc6 family replication initiation protein	protein-coding	-	-	-	-	20170906	-
679926	9744049	MPET_RS08000	MPET_RS08000	Mpet_1578	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170904	-
679926	9744053	MPET_RS08020	MPET_RS08020	Mpet_1582	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170904	-
679926	9744054	MPET_RS08025	MPET_RS08025	Mpet_1583	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170904	-
679926	9744055	MPET_RS08030	MPET_RS08030	Mpet_1584	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20170923	-
679926	9744197	MPET_RS08710	MPET_RS08710	Mpet_1724	-	-	-	cation transporter	protein-coding	-	-	-	-	20170904	-
679926	9744250	MPET_RS08985	MPET_RS08985	Mpet_1775	-	-	-	DNA primase catalytic subunit PriS	protein-coding	-	-	-	-	20170904	-
679926	9744251	MPET_RS08990	MPET_RS08990	Mpet_1776	-	-	-	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3	protein-coding	-	-	-	-	20170906	-
679926	9744404	MPET_RS09735	MPET_RS09735	Mpet_1927	-	-	-	dihydroorotate dehydrogenase B catalytic subunit	protein-coding	-	-	-	-	20170904	-
679926	9744511	MPET_RS10245	MPET_RS10245	Mpet_2030	-	-	-	orc1/cdc6 family replication initiation protein	protein-coding	-	-	-	-	20170904	-
679926	9744590	MPET_RS10630	MPET_RS10630	Mpet_2108	-	-	-	cation transporter	protein-coding	-	-	-	-	20170904	-
679926	9744743	MPET_RS11390	MPET_RS11390	Mpet_2258	-	-	-	replication protein C	protein-coding	-	-	-	-	20170904	-
679926	9745251	MPET_RS13910	MPET_RS13910	Mpet_2756	-	-	-	sodium-translocating pyrophosphatase	protein-coding	-	-	-	-	20170904	-
679926	32160210	MPET_RS14840	MPET_RS14840	Mpet_1675	-	-	-	restriction modification system DNA specificity domain-containing protein	protein-coding	-	-	-	-	20170908	-
